MCMCU;MCSTYL;MCDL01;MCRP01;MCRP02
00028223;16;ACF JARDINS;74;OPE
00026321;15;ACS GRANJA VIANA;72;OPE
00026086;16;ACF MONTESSORI;72;OPE
00026100;16;ACF JARDIM IPE;72;OPE
00024492;09;AC CAMBUCI;72;OPE
00024722;09;AC CONSOLACAO;72;OPE
00021751;15;ACS BEIRA CAMPO;64;OPE
00021884;15;ACS TUNEL VERDE;64;OPE
00028834;09;AC MORRINHOS;72;OPE
00028843;09;AC SHOPPING ABC;72;OPE
00021382;15;ACS FARINHAS;64;OPE
00021240;15;ACS BARREIRINHO;64;OPE
00021237;15;ACS LINHA ATIACU;64;OPE
00021555;15;ACS FAZENDA COLORADO;64;OPE
00021431;15;ACS LINHA PROGRESSO;64;OPE
00021428;15;ACS LINHA NOVA;64;OPE
00021057;15;ACS PONTES FILHO;64;OPE
00020556;09;AC JARDIM LINDOIA;64;OPE
00003306;16;ACF JOANA ANGELICA;08;OPE
00003344;16;ACF RIBEIRA;08;OPE
00003313;16;ACF CIDADE BAIXA;08;OPE
00003163;16;ACF BONFIM;08;OPE
00019250;16;ACF HIPER RIO MANILHA;50;OPE
00018507;09;AC CAPEMI;50;OPE
00013982;15;ACS MORORO;30;OPE
00013925;15;ACS CAFE DO VENTO;30;OPE
00013952;15;ACS DOIS RIACHOS;30;OPE
00018457;09;AC PALACIO PEDRO ERNESTO;50;OPE
00018520;09;AC HOSPITAL FORCA AEREA DO GAL;50;OPE
00018517;09;AC MANGUEIRA;50;OPE
00018538;09;AC SANTA LUZIA;50;OPE
00018486;09;AC RUA DA MATRIZ;50;OPE
00018304;09;AC QUARTEL GENERAL;50;OPE
00028252;16;ACF FERREIRENSE;74;OPE
00028253;16;ACF SANTA CRUZ;74;OPE
00018306;09;AC MINISTERIO DO TRABALHO;50;OPE
00018262;09;AC SEPETIBA;50;OPE
00018257;09;AC PEDRA DE GUARATIBA;50;OPE
00018250;09;AC POSTO SEIS;50;OPE
00018384;09;AC PONTIFICIA UNIVER CATOLICA;50;OPE
00060324;09;AC TABAI;64;OPE
00028269;16;ACF JARDIM BOA VISTA;74;OPE
00028260;16;ACF MAXI SHOPPING;74;OPE
00028231;16;ACF CAPITAL DO CLIMA;74;OPE
00028233;16;ACF COLONIAL;74;OPE
00028234;16;ACF DOM NERY;74;OPE
00028226;16;ACF FALCAO;74;OPE
00028257;16;ACF CRISTAL;74;OPE
00028259;16;ACF CIDADE DAS PEDRAS;74;OPE
00028242;16;ACF MOCIDADE;74;OPE
00028244;16;ACF CIDADE ALTA;74;OPE
00028245;16;ACF ARVORE GRANDE;74;OPE
00028248;16;ACF TREVO;74;OPE
00028249;16;ACF AQUARELA;74;OPE
00028277;16;ACF LOURENCO PRADO;74;OPE
00028278;16;ACF MATONENSE;74;OPE
00028279;16;ACF SANTA MARIA;74;OPE
00028270;16;ACF GERMANO MOREIRA;74;OPE
00028261;16;ACF TIBIRICA;74;OPE
00028263;16;ACF CELESTE;74;OPE
00028265;16;ACF SUL PAULISTA;74;OPE
00028266;16;ACF CIDADE DOS SONHOS;74;OPE
00028267;16;ACF SANTA RITA DE CASSIA;74;OPE
00028235;16;ACF VENTURA MALL;74;OPE
00028236;16;ACF TRINTA E UM DE MARCO;74;OPE
00028237;16;ACF NEWTON PRADO;74;OPE
00028221;16;ACF SAO BENTO;74;OPE
00028222;16;ACF RODOVIARIA ITAPETININGA;74;OPE
00004613;09;AC DETRAN ALDEOTA*;12;OPE
00028268;16;ACF PRINCESA;74;OPE
00007590;15;ACS SAO JOAO DO PARAISO;18;OPE
00007132;15;ACS JARDIM DAS OLIVEIRAS;16;OPE
00006068;16;ACF ENSEADA DO SUA;14;OPE
00028819;09;AC SAMS CLUB;72;OPE
00028824;09;AC SHOPPING SERVICE;72;OPE
00028764;09;AC RIO BRANCO;64;OPE
00011808;15;ACS FAZENDA ITAMARATI;22;OPE
00028726;09;AC PARQUE TAQUARAL;74;OPE
00038212;27;ACC I TARQUINIO LOPES;18;OPE
00034377;27;ACC I ARAGUAIA SHOPPING;16;OPE
00001926;15;ACS LAGOA DO PE LEVE;04;OPE
00001897;15;ACS CANAA;04;OPE
00001899;15;ACS LAGOA DO RANCHO;04;OPE
00001910;15;ACS JEQUIA DA PRAIA;04;OPE
00002330;16;ACF CINCO;06;OPE
00001947;15;ACS CANASTRA;04;OPE
00001975;15;ACS CHA DO PILAR;04;OPE
00002010;15;ACS TAPERA;04;OPE
00001902;15;ACS VILA APARECIDA;04;OPE
00002000;15;ACS CANAFISTULA DO CIPRIANO;04;OPE
00001895;15;ACS BANANEIRAS;04;OPE
00001966;16;ACF COSTA REGO;04;OPE
00001907;15;ACS SANTA EFIGENIA;04;OPE
00002002;15;ACS PERI PERI;04;OPE
00001964;16;ACF COMERCIO;04;OPE
00002263;09;AC PRACA 14;06;OPE
00028254;16;ACF AMOREIRAS;74;OPE
00028255;16;ACF CASAFORTE;74;OPE
00028256;16;ACF DRACENENSE;74;OPE
00028227;16;ACF CARAMBEI;74;OPE
00013907;15;ACS ALAGAMAR;30;OPE
00013176;09;AC ALFERES COSTA;28;OPE
00013308;16;ACF CIDADE VELHA;28;OPE
00028970;09;AC ITAPUA DO OESTE;26;OPE
00012195;15;ACS ASSEMBLEIA LEGISLATIVA;24;OPE
00036767;27;ACCI PEDRA NOVENTA;24;OPE
00028228;16;ACF HORTOLANDIA;74;OPE
00028229;16;ACF SOROCABA SHOPPING CENTER;74;OPE
00028280;16;ACF MERCADAO;74;OPE
00028273;16;ACF ITUANA;74;OPE
00028274;16;ACF OURO VERDE;74;OPE
00028276;16;ACF HOLAMBRA II;74;OPE
00028281;16;ACF MARIA ISABEL;74;OPE
00028282;16;ACF PLANALTO;74;OPE
00028283;16;ACF JAGUARI;74;OPE
00028285;16;ACF TERRA DOS POETAS;74;OPE
00052607;09;AC PRIMAVERA;26;OPE
00052784;09;ACC I SANTISSIMO;50;OPE
00039917;27;ACC I LUZ;72;OPE
00043560;27;ACC NARANDIBA;08;OPE
00041036;27;ACC I ZIPPERER*;68;OPE
00039746;27;ACC FORMOSA CIDADE NOVA;28;OPE
00046482;09;ACC I VOLKSWAGEN;72;OPE
00040904;27;ACC I TAIPAS;72;OPE
00038280;09;ACC I MINI CAMPUS;06;OPE
00026429;15;ACS RIBEIRAO GRANDE;72;OPE
00026224;16;ACF SANTA TEREZINHA;72;OPE
00027999;16;ACF ALTO DO IPIRANGA;74;OPE
00027990;16;ACF SANTA ROSA;74;OPE
00027882;16;ACF ALTO DA BOA VISTA;74;OPE
00026228;15;ACS AGULHA;72;OPE
00026195;16;ACF ZANAGA;72;OPE
00026196;16;ACF 29 DE AGOSTO;72;OPE
00026199;16;ACF AIMORES;72;OPE
00026060;16;ACF SABRINA;72;OPE
00026052;16;ACF CERRADO;72;OPE
00026053;16;ACF NAZARE;72;OPE
00026158;16;ACF VILA INDUSTRIAL;72;OPE
00026159;16;ACF BENTO MONTEIRO;72;OPE
00028071;16;ACF PARQUE DA UVA;74;OPE
00026649;15;ACS AGENOR DE CAMPOS;72;OPE
00026704;15;ACS BARRA DO RIBEIRA;72;OPE
00026709;15;ACS TERRA PRETA;72;OPE
00026616;16;ACF NOSSA SENHORA DA PAZ;72;OPE
00026945;03;ACAO CULTURAL E EVENTOS;74;ADM
00026000;16;ACF BRASILANDIA;72;OPE
00026036;16;ACF FURQUIM;72;OPE
00026039;16;ACF SANTA ROSA;72;OPE
00026310;15;ACS FAZENDINHA;72;OPE
00026302;15;ACS ESPIRITO SANTO DO TUVO;72;OPE
00026105;16;ACF CATORZE DE JULHO;72;OPE
00026107;16;ACF CAFEZAL;72;OPE
00026108;16;ACF SUL CONTINENTAL;72;OPE
00027916;16;ACF ANTONINO;74;OPE
00026671;15;ACS FUNEP;72;OPE
00026622;16;ACF MATONENSE;72;OPE
00026623;16;ACF SANTA MARIA;72;OPE
00026109;16;ACF BONFIM;72;OPE
00026711;15;ACS JACIRA;72;OPE
00026285;15;ACS CRUZ DAS POSSES;72;OPE
00026287;15;ACS CURUPA;72;OPE
00027227;09;AC SHOPPING CENTER CAMPINAS;74;OPE
00026691;15;ACS COSTA SUL;72;OPE
00026262;15;ACS BOREBI;72;OPE
00026294;15;ACS EDEN;72;OPE
00026289;15;ACS DIRCE REIS;72;OPE
00026297;15;ACS ENGENHEIRO MAIA;72;OPE
00026242;15;ACS ARAPEI;72;OPE
00025994;16;ACF ASA SUL;72;OPE
00025998;16;ACF EXPEDICIONARIO;72;OPE
00025999;16;ACF DIVISA;72;OPE
00026630;16;ACF 02 DE ABRIL;72;OPE
00026621;16;ACF LOURENCO PRADO;72;OPE
00026634;15;ACS ATALIBA NOGUEIRA;72;OPE
00026639;15;ACS TOPOLANDIA;72;OPE
00026020;16;ACF PANAMERICANA;72;OPE
00028105;16;ACF TAQUARAL;74;OPE
00026620;16;ACF HOLAMBRA II;72;OPE
00026612;16;ACF OURO VERDE;72;OPE
00026734;15;ACS ANA JACINTA;72;OPE
00026737;15;ACS CIDADE SIMPATIA;72;OPE
00027232;09;AC ESPCEX E P CADETES EXERCITO;74;OPE
00026252;15;ACS BARRA DO CHAPEU;72;OPE
00026185;16;ACF LAVRADORES;72;OPE
00026187;16;ACF PORTAL DAS AGUAS;72;OPE
00026188;16;ACF NOVA JUNDIAI;72;OPE
00026657;15;ACS BRACO;72;OPE
00026272;15;ACS CANAS;72;OPE
00026305;15;ACS ESTIVA GERBI;72;OPE
00047362;27;ACC REAL;36;OPE
00026367;15;ACS MARTIN FRANCISCO;72;OPE
00026624;16;ACF MERCADAO;72;OPE
00026625;16;ACF MARIA ISABEL;72;OPE
00026627;16;ACF PLANALTO;72;OPE
00026628;16;ACF JAGUARI;72;OPE
00026221;16;ACF JACANA;72;OPE
00026057;16;ACF MONTE CASTELO;72;OPE
00026058;16;ACF CILLOS;72;OPE
00026059;16;ACF CARLOS BOTELHO;72;OPE
00028128;15;ACS BRIGADEIRO TOBIAS;74;OPE
00026703;15;ACS ROCIO;72;OPE
00026687;15;ACS PADRE SANCHES;72;OPE
00026335;15;ACS ITAICI;72;OPE
00026338;15;ACS ITAOCA;72;OPE
00028113;15;ACS APARECIDA DE SAO MANUEL;74;OPE
00028117;15;ACS ARCADAS;74;OPE
00026597;16;ACF CELESTE;72;OPE
00026599;16;ACF SUL PAULISTA;72;OPE
00026553;16;ACF MOCIDADE;72;OPE
00026064;16;ACF NOVA ELDORADO;72;OPE
00026066;16;ACF ANTONIO PRADO;72;OPE
00026068;16;ACF LAGO AZUL;72;OPE
00026590;16;ACF MAXI SHOPPING;72;OPE
00026468;15;ACS SOLEMAR;72;OPE
00026050;16;ACF ROCHDALLE;72;OPE
00026041;16;ACF TERMINAL RODOVOARIO DE OUR;72;OPE
00026174;16;ACF VILA PRADO;72;OPE
00026175;16;ACF TRES AVENIDAS;72;OPE
00026176;16;ACF AMAZONAS;72;OPE
00026178;16;ACF DOMINGOS DE MORAIS;72;OPE
00026231;15;ACS ALPHAVILLE;72;OPE
00026090;16;ACF PIRACICAMIRIM;72;OPE
00026083;16;ACF MORADA DO SOL;72;OPE
00026434;15;ACS ROSOLEM;72;OPE
00026128;16;ACF CERVEZON;72;OPE
00026129;16;ACF PARQUE CIDADE NOVA;72;OPE
00026410;15;ACS PORTO NOVO;72;OPE
00026402;15;ACS PEDRA BRANCA;72;OPE
00026559;15;ACS COSTA NORTE;72;OPE
00026411;15;ACS POTIM;72;OPE
00026403;15;ACS PEDRINHAS PAULISTA;72;OPE
00026024;16;ACF PRESIDENTE VARGAS;72;OPE
00026026;16;ACF QUINTINO II;72;OPE
00026027;16;ACF REDENTORA;72;OPE
00026605;16;ACF JARDIM BOA VISTA;72;OPE
00026606;16;ACF GERMANO MOREIRA;72;OPE
00026607;15;ACS CIDADE ARACY;72;OPE
00026544;16;ACF NEWTON PRADO;72;OPE
00026545;15;ACS ESPLANADA DO LAGO;72;OPE
00026042;16;ACF RODOVIARIA AMERICANA;72;OPE
00026234;15;ACS ANA DIAS;72;OPE
00026236;15;ACS APARECIDA;72;OPE
00026609;16;ACF ITUANA;72;OPE
00026570;16;ACF FERREIRENSE;72;OPE
00026561;16;ACF SULESTE;72;OPE
00026563;16;ACF TREVO;72;OPE
00026454;15;ACS SAO JOAO DO MARINHEIRO;72;OPE
00026237;15;ACS APARECIDA DE SAO MANUEL;72;OPE
00026436;15;ACS SALTINHO;72;OPE
00026431;15;ACS RIVIERA;72;OPE
00026554;15;ACS SAO FRANCISCO DA PRAIA;72;OPE
00026557;16;ACF CIDADE ALTA;72;OPE
00026558;16;ACF ARVORE GRANDE;72;OPE
00026438;15;ACS SANTA BARBARA;72;OPE
00026140;16;ACF NOSSA SENHORA APARECIDA;72;OPE
00026131;16;ACF ESTACAO;72;OPE
00026133;16;ACF PARQUE DA UVA;72;OPE
00026415;15;ACS PRAIA DE BORACEIA;72;OPE
00026581;16;ACF DRACENENSE;72;OPE
00026582;16;ACF CRISTAL;72;OPE
00026524;16;ACF HORTOLANDIA;72;OPE
00026525;16;ACF SOROCABA SHOPPING CENTER;72;OPE
00026172;16;ACF BOA VISTA;72;OPE
00026564;16;ACF AQUARELA;72;OPE
00026565;15;ACS MARESIAS;72;OPE
00026566;15;ACS SANTA CRUZ DOS NAVEGANTES;72;OPE
00026318;15;ACS GEORGE OETERER;72;OPE
00026092;16;ACF JARDIM URANO;72;OPE
00026045;16;ACF AMANDO DE BARROS;72;OPE
00026046;16;ACF ANA CLAUDINA;72;OPE
00026048;16;ACF ALTO DO IPIRANGA;72;OPE
00026371;15;ACS MESOPOLIS;72;OPE
00026372;15;ACS MIRALUZ;72;OPE
00026416;15;ACS PRAIA GRANDE;72;OPE
00026418;15;ACS PREFEITURA MUNICIPAL DE MA;72;OPE
00026071;16;ACF VILA SEIXAS;72;OPE
00026073;16;ACF SHOPPING TAMBORE;72;OPE
00026016;16;ACF ESTORIL;72;OPE
00026018;16;ACF BARRA FUNDA;72;OPE
00026099;16;ACF CELESTINO BOURROUL;72;OPE
00026383;15;ACS NOVA APARECIDA;72;OPE
00026165;16;ACF ESPORTE;72;OPE
00026168;16;ACF SAO BENEDITO;72;OPE
00026384;15;ACS NOVA CAMPINA;72;OPE
00026385;15;ACS NOVA CANAA;72;OPE
00026714;15;ACS PIMENTEIS;72;OPE
00026661;15;ACS BARNABES;72;OPE
00026662;15;ACS PEDRINHAS;72;OPE
00026369;15;ACS MARTINS;72;OPE
00026723;15;ACS SANTA FELICIA;72;OPE
00028135;15;ACS CURUPA;74;OPE
00028140;15;ACS EDEN;74;OPE
00026631;16;ACF TERRA DOS POETAS;72;OPE
00026632;15;ACS SANTA OLIMPIA;72;OPE
00028159;15;ACS JACARE;74;OPE
00028154;15;ACS AMANDA;74;OPE
00026660;15;ACS ALDEIA;72;OPE
00026333;15;ACS IPANEMA;72;OPE
00026408;15;ACS WALDIR MANOEL DA COSTA;72;OPE
00026190;16;ACF SAO MIGUEL;72;OPE
00026006;16;ACF CIDADE UNIVERSITARIA;72;OPE
00026007;16;ACF KEKO;72;OPE
00026008;16;ACF IPT;72;OPE
00026571;16;ACF SANTA CRUZ;72;OPE
00026573;16;ACF AMOREIRAS;72;OPE
00026144;16;ACF JUSSARA;72;OPE
00026145;16;ACF SAO LUIZ;72;OPE
00026601;16;ACF CIDADE DOS SONHOS;72;OPE
00026602;16;ACF SANTA RITA DE CASSIA;72;OPE
00026540;16;ACF COLONIAL;72;OPE
00026531;16;ACF CAPITAL DO CLIMA;72;OPE
00026533;16;ACF SILVA BUENO;72;OPE
00026504;16;ACF MARECHAL DEODORO;72;OPE
00026505;16;ACF RODOVIARIA ITAPETININGA;72;OPE
00026506;16;ACF JARDINS;72;OPE
00026509;15;ACS CAJURU;72;OPE
00024760;09;AC SANTA CRUZ DAS PALMEIRAS;72;OPE
00024751;09;AC DESCALVADO;72;OPE
00024752;09;AC DIVINOLANDIA;72;OPE
00024753;09;AC ITAPIRA;72;OPE
00026518;16;ACF FALCAO;72;OPE
00026519;16;ACF CARAMBEI;72;OPE
00026111;16;ACF ADY ANA;72;OPE
00026112;16;ACF RUI BARBOSA;72;OPE
00026584;15;ACS TANCREDO NEVES;72;OPE
00026587;16;ACF CIDADE DAS PEDRAS;72;OPE
00026550;15;ACS BRASILIENSE;72;OPE
00026541;16;ACF DOM NERY;72;OPE
00026542;16;ACF VENTURA MALL;72;OPE
00026543;16;ACF 31 DE MARCO;72;OPE
00026499;15;ACS VILA NOVA;72;OPE
00026451;15;ACS SAO FRANCISCO XAVIER;72;OPE
00026115;16;ACF SAO JOAO;72;OPE
00026116;16;ACF JOAO PESSOA;72;OPE
00026117;16;ACF FERREIRA BRAGA;72;OPE
00026119;16;ACF JOAO PIRES;72;OPE
00026600;15;ACS BUSCARDI;72;OPE
00026592;16;ACF TIBIRICA;72;OPE
00026593;15;ACS UNESP;72;OPE
00026216;16;ACF SAO JUDAS TADEU;72;OPE
00026217;16;ACF VILA REZENDE;72;OPE
00026218;16;ACF CONFIANCA;72;OPE
00026445;15;ACS SANTA RITA DO PONTAL;72;OPE
00026210;16;ACF VISTA ALEGRE;72;OPE
00026202;16;ACF CIDADE CORACAO;72;OPE
00026534;15;ACS ELEUTERIO;72;OPE
00026219;16;ACF TAQUARAL;72;OPE
00026063;16;ACF VILA XAVIER;72;OPE
00026574;16;ACF CAMELIAS;72;OPE
00026575;15;ACS ITAPEUNA;72;OPE
00026576;16;ACF CASAFORTE;72;OPE
00026521;15;ACS PAINEIRAS;72;OPE
00026522;15;ACS HOLAMBRA II;72;OPE
00026523;15;ACS SAO LOURENCO DA SERRA;72;OPE
00026604;16;ACF PRINCESA;72;OPE
00024920;09;AC SAO MANUEL;72;OPE
00024786;09;AC CAMPOS NOVOS PAULISTA;72;OPE
00024787;09;AC BASTOS;72;OPE
00024788;09;AC CONCHAS;72;OPE
00024789;09;AC CORONEL MACEDO;72;OPE
00025120;09;AC RESTINGA;72;OPE
00025111;09;AC IPUA;72;OPE
00024911;09;AC IPAUSSU;72;OPE
00024912;09;AC ITATINGA;72;OPE
00024913;09;AC LARANJAL PAULISTA;72;OPE
00025180;09;AC EMBAUBA;72;OPE
00025122;09;AC JARDINS;72;OPE
00025123;09;AC SAO JOAQUIM DA BARRA;72;OPE
00025055;09;AC SAO JOSE DO RIO PRETO;72;OPE
00025057;09;AC CATIGUA;72;OPE
00025058;09;AC INDIAPORA;72;OPE
00025059;09;AC ICEM;72;OPE
00024770;09;AC PIEDADE;72;OPE
00024761;09;AC SANTA RITA DO PASSA QUATRO;72;OPE
00024928;09;AC PAULICEIA;72;OPE
00024929;09;AC PIACATU;72;OPE
00024904;09;AC SANTO ANASTACIO;72;OPE
00024905;09;AC LAVINIA;72;OPE
00024906;09;AC AVARE;72;OPE
00024907;09;AC BERNARDINO DE CAMPOS;72;OPE
00024908;09;AC BOTUCATU;72;OPE
00024909;09;AC CERQUEIRA CESAR;72;OPE
00024790;09;AC FARTURA;72;OPE
00024781;09;AC ARANDU;72;OPE
00025986;16;ACF ESTACAO DA PAULISTA;72;OPE
00025954;16;ACF CASTELO;72;OPE
00025957;16;ACF REDENTOR;72;OPE
00025947;16;ACF CARLOS SOLDI;72;OPE
00025048;09;AC TANABI;72;OPE
00024750;09;AC CASA BRANCA;72;OPE
00024742;09;AC TAUBATE;72;OPE
00025014;09;AC GUZOLANDIA;72;OPE
00025015;09;AC NEVES PAULISTA;72;OPE
00025016;09;AC NIPOA;72;OPE
00025017;09;AC NHANDEARA;72;OPE
00025018;09;AC NOVA ALIANCA;72;OPE
00025019;09;AC ITAPURA;72;OPE
00025155;09;AC MONTE ALTO;72;OPE
00025989;16;ACF ALEM PONTE;72;OPE
00025950;16;ACF ANHANGUERA;72;OPE
00025943;16;ACF TERMINAL RODOVIARIO DE ASS;72;OPE
00025978;16;ACF COMANDANTE SAMPAIO;72;OPE
00025931;16;ACF POSTAL CENTER;72;OPE
00025932;16;ACF ALTO DA BOA VISTA;72;OPE
00025924;16;ACF NEWCO;72;OPE
00025928;16;ACF STELLA;72;OPE
00025049;09;AC TURMALINA;72;OPE
00025010;09;AC DOLCINOPOLIS;72;OPE
00025001;09;AC PONTES GESTAL;72;OPE
00025002;09;AC IBIRA;72;OPE
00025003;09;AC RIOLANDIA;72;OPE
00025034;09;AC PEDRANOPOLIS;72;OPE
00025035;09;AC POTIRENDABA;72;OPE
00025036;09;AC ILHA SOLTEIRA;72;OPE
00025037;09;AC RUBINEIA;72;OPE
00025156;09;AC MONTE AZUL PAULISTA;72;OPE
00025157;09;AC PIRANGI;72;OPE
00025158;09;AC VILA MONTE ALEGRE;72;OPE
00025159;09;AC VILA VIRGINIA;72;OPE
00024820;09;AC OSVALDO CRUZ;72;OPE
00024811;09;AC LUCELIA;72;OPE
00024812;09;AC SAO PEDRO DO TURVO;72;OPE
00024813;09;AC SARUTAIA;72;OPE
00024754;09;AC LEME;72;OPE
00025027;09;AC MAGDA;72;OPE
00025028;09;AC MARINOPOLIS;72;OPE
00025029;09;AC MERIDIANO;72;OPE
00024990;09;AC MONCOES;72;OPE
00024981;09;AC FLOREAL;72;OPE
00024982;09;AC BURITAMA;72;OPE
00024983;09;AC CAJOBI;72;OPE
00024734;09;AC SAO ROQUE;72;OPE
00024735;09;AC SHOPPING CENTER CAMPINAS;72;OPE
00024915;09;AC OURINHOS;72;OPE
00024916;09;AC PIRAJU;72;OPE
00024917;09;AC RUBIAO JUNIOR;72;OPE
00024918;09;AC SALTO GRANDE;72;OPE
00024919;09;AC SANTA CRUZ DO RIO PARDO;72;OPE
00024830;09;AC PIRATININGA;72;OPE
00024821;09;AC ALTO ALEGRE;72;OPE
00024822;09;AC ALVARO DE CARVALHO;72;OPE
00024823;09;AC ALVILANDIA;72;OPE
00025112;09;AC ITIRAPUA;72;OPE
00025113;09;AC JERIQUARA;72;OPE
00024864;09;AC ORIENTE;72;OPE
00024865;09;AC PONGAI;72;OPE
00024866;09;AC QUEIROZ;72;OPE
00024867;09;AC REGINOPOLIS;72;OPE
00024868;09;AC SABINO;72;OPE
00024869;09;AC SANTA MARIA DA SERRA;72;OPE
00025150;09;AC DOURADO;72;OPE
00024737;09;AC SERRA NEGRA;72;OPE
00025171;09;AC TORRE DE PEDRA;72;OPE
00025172;09;AC BOREBI;72;OPE
00025173;09;AC IARAS;72;OPE
00025174;09;AC ALAMBARI;72;OPE
00024762;09;AC SAO JOAO DA BOA VISTA;72;OPE
00024763;09;AC SAO JOSE DO RIO PARDO;72;OPE
00024944;09;AC ESTRELA DO NORTE;72;OPE
00024945;09;AC FLORINEA;72;OPE
00024946;09;AC IEPE;72;OPE
00024947;09;AC INDIANA;72;OPE
00024948;09;AC JOAO RAMALHO;72;OPE
00024949;09;AC MARABA PAULISTA;72;OPE
00025007;09;AC TURIUBA;72;OPE
00025008;09;AC UNIAO PAULISTA;72;OPE
00025009;09;AC APARECIDA D'OESTE;72;OPE
00024755;09;AC MOCOCA;72;OPE
00024756;09;AC MOGI GUACU;72;OPE
00024757;09;AC MOGI MIRIM;72;OPE
00024758;09;AC ESPIRITO SANTO DO PINHAL;72;OPE
00024759;09;AC PIRASSUNUNGA;72;OPE
00025160;09;AC SANTA ADELIA;72;OPE
00025151;09;AC RIBEIRAO BONITO;72;OPE
00024782;09;AC AREIOPOLIS;72;OPE
00024783;09;AC BOFETE;72;OPE
00024974;09;AC ALTAIR;72;OPE
00024975;09;AC ALVARES FLORENCE;72;OPE
00024976;09;AC AMERICO DE CAMPOS;72;OPE
00024977;09;AC BADY BASSITT;72;OPE
00024978;09;AC AURIFLAMA;72;OPE
00024840;09;AC RINOPOLIS;72;OPE
00024831;09;AC BALBINOS;72;OPE
00025934;16;ACF BONGIOVANI;72;OPE
00025936;16;ACF HIGIENOPOLIS;72;OPE
00025141;09;AC BARRINHA;72;OPE
00024979;09;AC POPULINA;72;OPE
00024870;09;AC TORRINHA;72;OPE
00024861;09;AC PANORAMA;72;OPE
00025038;09;AC SANTA ALBERTINA;72;OPE
00025039;09;AC SANTA CLARA D'OESTE;72;OPE
00025000;09;AC POLONI;72;OPE
00024991;09;AC NOVA LUZITANIA;72;OPE
00024992;09;AC ESTRELA D'OESTE;72;OPE
00024993;09;AC FERNANDOPOLIS;72;OPE
00024824;09;AC AREALVA;72;OPE
00024825;09;AC PEDERNEIRAS;72;OPE
00024826;09;AC PENAPOLIS;72;OPE
00025142;09;AC BARRETOS;72;OPE
00025143;09;AC BEBEDOURO;72;OPE
00024764;09;AC TAPIRATIBA;72;OPE
00024765;09;AC VARGEM GRANDE DO SUL;72;OPE
00024766;09;AC APIAI;72;OPE
00025985;16;ACF ALEM LINHA;72;OPE
00024738;09;AC SOCORRO;72;OPE
00024739;09;AC SOROCABA;72;OPE
00025020;09;AC NOVA GRANADA;72;OPE
00025011;09;AC MIRASSOL;72;OPE
00025012;09;AC GUARANI D'OESTE;72;OPE
00024924;09;AC NOVA GUATAPORANGA;72;OPE
00024925;09;AC NOVA INDEPENDENCIA;72;OPE
00024926;09;AC OURO VERDE;72;OPE
00024927;09;AC PARAPUA;72;OPE
00025175;09;AC BOM SUCESSO DE ITARARE;72;OPE
00025176;09;AC TARUMA;72;OPE
00025177;09;AC MOTUCA;72;OPE
00025178;09;AC DIRCE REIS;72;OPE
00025179;09;AC ESPIRITO SANTO DO TURVO;72;OPE
00025070;09;AC BORBOREMA;72;OPE
00025061;09;AC RIBEIRAO PRETO;72;OPE
00025062;09;AC ARARAQUARA;72;OPE
00025063;09;AC VILA XAVIER;72;OPE
00025004;09;AC SEBASTIANOPOLIS DO SUL;72;OPE
00025005;09;AC JALES;72;OPE
00025006;09;AC JOSE BONIFACIO;72;OPE
00025013;09;AC MONTE APRAZIVEL;72;OPE
00025044;09;AC SAO JOAO DAS DUAS PONTES;72;OPE
00025045;09;AC SEVERINIA;72;OPE
00025046;09;AC SUD MENUCCI;72;OPE
00025047;09;AC TABAPUA;72;OPE
00025152;09;AC CATANDUVA;72;OPE
00025153;09;AC ITAJOBI;72;OPE
00024880;09;AC BILAC;72;OPE
00024871;09;AC UBIRAJARA;72;OPE
00024872;09;AC BOCAINA;72;OPE
00024873;09;AC BROTAS;72;OPE
00025154;09;AC MATAO;72;OPE
00024832;09;AC POMPEIA;72;OPE
00024833;09;AC BARBOSA;72;OPE
00024784;09;AC ANDRADINA;72;OPE
00024785;09;AC ARACATUBA;72;OPE
00024767;09;AC CAPAO BONITO;72;OPE
00024768;09;AC ITAPEVA;72;OPE
00024769;09;AC ITARARE;72;OPE
00025140;09;AC VISTA ALEGRE DO ALTO;72;OPE
00025131;09;AC SERTAOZINHO;72;OPE
00024914;09;AC LENCOIS PAULISTA;72;OPE
00024862;09;AC MINEIROS DO TIETE;72;OPE
00024863;09;AC OCAUCU;72;OPE
00025054;09;AC VOTUPORANGA;72;OPE
00026490;15;ACS UNIVERSIDADE SAGRADO CORAC;72;OPE
00026481;15;ACS TIJUCO PRETO;72;OPE
00026375;15;ACS MORRINHOS;72;OPE
00026220;16;ACF SANTA RITA;72;OPE
00026213;16;ACF SANTA LUZIA;72;OPE
00026244;15;ACS ARCADAS;72;OPE
00026325;15;ACS GUARIZINHO;72;OPE
00026326;15;ACS AMANDA;72;OPE
00026327;15;ACS IARAS;72;OPE
00026141;16;ACF CIDADE DAS ROSAS;72;OPE
00026143;16;ACF PEROLA;72;OPE
00026515;15;ACS VOLKSWAGEN;72;OPE
00026377;15;ACS MOSTARDAS;72;OPE
00026378;15;ACS MOTUCA;72;OPE
00026511;16;ACF VILA PAULICEIA;72;OPE
00026512;15;ACS CONDOMINIO SAO LUIS;72;OPE
00026258;15;ACS BOICUCANGA;72;OPE
00026259;15;ACS BOM SUCESSO DO ITARARE;72;OPE
